,WeatherAthenryProcessed_wdsp^3,WeatherAthenryProcessed_glorad,WeatherFinnerProcessed_wdsp^3,WeatherFinnerProcessed_glorad
05-01,485.67383962615634,0.4103835653843074,1492.9729413051173,0.33614561256954517
05-02,229.73669845745297,0.41338636125991324,1426.800055156507,0.7129418535405255
05-03,434.0840947094419,0.5016773603279091,926.0176413769453,0.44222839352255416
05-04,832.95191745729,0.4197180890740893,1008.8137549270677,0.6197878971450423
05-05,564.612283853758,0.49051715186949646,1268.3672975645243,0.5197367545019217
05-06,609.384672866312,0.6602623176550467,1030.478449715024,0.6842394587460104
05-07,507.66350372825156,0.44789133510834456,815.8969815653052,0.5695667537845429
05-08,513.4170194664232,0.4598283123649134,729.8483819476176,0.17549054253579766
05-09,987.2070650828334,0.5521607467009177,599.9669398168401,0.20293628296255414
05-10,867.7988054316047,0.3315766195308619,2124.427841148135,0.40725097978947905
05-11,391.49017793389896,0.4941112961631072,1780.4100654180688,0.5632757641333768
05-12,403.0761963105022,0.4950435874475902,1911.0344922094523,0.37621341563119254
05-13,641.5814344430148,0.3365952030948519,1574.185412814315,0.5098100709950181
05-14,413.73285247614365,0.30457049952274196,2941.4755387577015,0.534022144056107
05-15,269.51713042734553,0.397927129170122,1776.5249641305923,0.6111450487352059
05-16,547.6773174387529,0.522887941928625,1386.358392978725,0.3364459294009581
05-17,391.6577305005945,0.7110273724833818,827.1045550770945,0.49121621843984603
05-18,876.7136105185798,0.409384675084049,1890.0996781402978,0.5342994108021453
05-19,191.76954582602994,0.5790400244140563,1076.085629294315,0.3795960470443101
05-20,613.3747888692395,0.5255371146475256,1371.8465886911404,0.3644063480577334
05-21,472.2553359046009,0.32318694129468967,639.164860280455,0.2600524010865747
05-22,1094.0987821015447,0.5622743524613236,1600.8044069259715,0.5831786991968084
05-23,925.7362305215553,0.3743817613928983,2826.9086458786337,0.6172170381470689
05-24,282.0947504150988,0.6296508871208285,1030.855712972571,0.24089877211967817
05-25,1244.9745551050569,0.42725015216520773,765.1749593175867,0.545548150071843
05-26,607.1202799254477,0.6450771419510544,700.9530050867813,0.668678163098632
05-27,523.6892233846388,0.5120648479692689,1086.838238629039,0.38126187710596937
05-28,164.56981238787586,0.3888974233054913,1770.6611516570897,0.7939346056246426
05-29,334.85414706969505,0.7944864027112979,1684.232736803305,0.5512944918019977
05-30,657.5782407261236,0.6269871235337259,765.1642575581953,0.494347972766281
05-31,429.7724175026272,0.8357952763728583,673.8459657725582,0.21801383496785767
06-01,518.7160741020887,0.4622452518211199,613.7720557261739,0.37271609750197116
06-02,614.4658104874102,0.2752564739615509,533.6783897887588,0.3747979274724381
06-03,403.631568943464,0.5779872048941019,1068.9568029137213,0.5845047159026014
06-04,285.14800387764774,0.5941318739063349,449.7269309959664,0.5804445958141022
06-05,1146.8273164322914,0.61999981722548,2148.20687696816,0.40765395392582676
06-06,159.6077839321667,0.6712591379311788,6615.04363383561,0.5737912977991713
06-07,217.1735002353832,0.37410350168929096,1124.3166333900556,0.71682402671299
06-08,566.9689634533648,0.4731727538301992,2760.6553148038406,0.5483253539591451
06-09,152.7215518893017,0.566503453629383,860.877582060991,0.6124645192787581
06-10,283.03137832404,0.4687713896247888,716.8852232699571,0.729451861812717
06-11,434.59030967301277,0.5020610339949083,2120.82136015834,0.6030083664862518
06-12,354.76931424847237,0.38777762143584155,936.6030998664155,0.567864876985906
06-13,308.30577639139267,0.4008764590160883,528.3473709934669,0.7387590565249891
06-14,886.0987116465534,0.6451907581202072,934.825052800622,0.9519395820522984
06-15,183.47587584332544,0.36166064091680317,1439.905013195053,0.7059597713383126
06-16,428.26615011362253,0.5614503202636307,749.5479708501973,0.47743910167396225
06-17,389.82447785885586,0.41881112983716406,858.0783054706266,0.5256316835990344
06-18,199.15688987193147,0.6792089518822222,1290.16962508835,0.6579676881457898
06-19,332.1954183224176,0.46686265318155823,1204.9421710602794,0.6318417246639425
06-20,376.478147268506,0.7893916733433569,911.1044252188182,0.4599859472645796
06-21,412.2153062551996,0.5764824657590577,1513.8748713320972,0.32132758774742687
06-22,266.3143771797473,0.6331278590605007,833.8693732825508,0.32589833333003726
06-23,450.9005430481555,0.2331630010568091,2671.291500751796,0.7549738453544752
06-24,260.86483301590613,0.28140153634082615,781.4989024163243,0.5612576356239034
06-25,356.7973201793769,0.6199556866402063,777.1083479617471,0.3359083310228027
06-26,532.9670086450867,0.4916046606655803,536.0281895084552,0.5605988487909681
06-27,694.6877102250598,0.3226423464396784,2695.1552024748244,0.3691101175181578
06-28,437.03364027351074,0.4476829723412526,1440.1992925832424,0.08578501687328748
06-29,414.88767930549164,0.26256701771933033,1746.1003971627827,0.45740917028739786
06-30,505.7575157846907,0.40729989834274055,1873.7607887162544,0.5129529200099303
07-01,436.78823344589136,0.242073634285583,969.3565967919934,0.37928754169417445
07-02,288.4678621509078,0.7037224243087201,366.21173240148994,0.5823107031585391
07-03,352.92766922802684,0.3135753958901825,2186.628871443447,0.7849059233856341
07-04,735.9382469846503,0.3734545823620149,1616.369636077468,0.15869796496936078
07-05,175.7852224938221,0.567566366673866,1149.018761241286,0.4888340041573699
07-06,318.4845507545308,0.5102294471880006,713.335137009999,0.3976232650230971
07-07,297.0193675953271,0.49677200057651466,539.3257217287786,0.4757083818334181
07-08,336.35566186329436,0.32743138647256326,838.2363673604971,0.37225882768579277
07-09,295.78110943348116,0.4911744049750003,221.01991672956032,0.6567457907300376
07-10,336.36611350532684,0.15362705227387918,557.6124102244489,0.4016943460119851
07-11,280.28444223885356,0.22344408622942208,576.2182828203761,0.34452018486488234
07-12,232.37046501326762,0.26091087787597245,594.5571648895068,0.18515819040588158
07-13,232.05844778754863,0.5806858875930707,971.1288479386707,0.3932253322689039
07-14,149.3264640104675,0.3700182059465379,993.839927545246,0.7852367083066907
07-15,407.78436473732324,0.5890959407604142,1078.6458967569977,0.6888783722341264
07-16,249.47620361229923,0.3713632587232736,1114.5897418734835,0.314150325068741
07-17,729.6686850248203,0.6714580946875686,1004.1510562582238,0.5843318449799364
07-18,335.7692490002039,0.7120427120565757,1601.683152278023,0.49872183477404136
07-19,249.9676139290754,0.5015631340248605,504.2603492177406,0.32848538978121383
07-20,177.03053222626835,0.3517650347684601,570.9959324950167,0.3516255185545586
07-21,420.8049526343246,0.3020204542180119,569.4629627920872,0.4173643525374887
07-22,581.6879512525536,0.4391659844805303,650.4064575213569,0.6721699902028685
07-23,123.01937610390239,0.48292327618126496,389.3763494649269,0.7487240016124659
07-24,154.4048145510198,0.6381517293613316,319.0951375855358,0.330643924920597
07-25,402.12247199712635,0.4238207848294732,799.9932902895064,0.39676447161127093
07-26,308.74036950451875,0.5743952691600962,419.5874363704726,0.5009646108449781
07-27,336.703906255302,0.5384944944377772,2174.2149939701994,0.5660319593025386
07-28,477.2947463645986,0.45879402238604516,1382.7890327755886,0.372664175621146
07-29,252.76354582184558,0.5801819272058578,1267.61969025784,0.40935993355216926
07-30,244.98270237489587,0.5031589060993296,470.4419138520725,0.604931167902695
07-31,242.73605841422494,0.4193579200347056,1434.0082567621582,0.13160039548478972
08-01,181.21207368042914,0.41607777903805987,434.34934567285893,0.6002970331257427
08-02,441.8405165390981,0.35908953908531166,588.6087841096007,0.6041077532129827
08-03,284.9148925145217,0.36293576749769413,1817.3862343122903,0.5757891502954552
08-04,226.10212311624622,0.2916289934607529,771.6377666703589,0.41730305541712437
08-05,381.63965672943016,0.48391797649232543,881.4291115376561,0.3718849353628333
08-06,285.3787563810271,0.3307576254886147,510.3851782282669,0.1542651995593683
08-07,495.60006900919507,0.4208293379498481,2384.4025250338154,0.6529852954354638
08-08,241.06055458481578,0.40239801842257605,904.0214984984711,0.8218637771290002
08-09,290.32599221455087,0.630601375183881,957.4912894384704,0.4064856385425424
08-10,522.5157716645565,0.3628526075079922,3234.039290448847,0.5184954028869397
08-11,592.341783875593,0.34971191745807084,1417.4225465694808,0.33953718185481185
08-12,669.2836368554861,0.2581988043798353,1481.7448213120483,0.38588376004400754
08-13,240.23254518454388,0.05832999077330866,930.5265330215421,0.24774947273140957
08-14,183.21508353760595,0.3021940214606368,347.6297540881004,0.48985749443053583
08-15,359.0458690273285,0.4253432791273246,1342.9822978620418,0.5537957628670799
08-16,505.65417385862156,0.5953535120508651,2076.1153597485863,0.3771492760981915
08-17,523.2358553186673,0.640012584099464,905.0280063013992,0.3591433233358196
08-18,275.7918519318704,0.5110153684850833,2352.5680751638088,0.4560374032172005
08-19,734.7490794604576,0.7561323626099912,1377.9442570310694,0.6109969069859329
08-20,718.8743918158447,0.4390443036181539,912.9336595124201,0.606473805137283
08-21,644.52518433842,0.5406315670854638,1109.6580539986921,0.546325019309265
08-22,379.78624271662886,0.5994187996168373,940.5903827851109,0.3713113250681544
08-23,397.748588118449,0.39968341787047496,687.2722662245606,0.4633039933292974
08-24,386.7187410429436,0.45611131793584353,772.3932838524934,0.422022913533134
08-25,366.0162080722635,0.5420767297795605,1474.2400422581427,0.5232596480289277
08-26,349.59049038023176,0.6854306729885128,310.19088633180024,0.4405214447520591
08-27,310.7537150452747,0.5157837023780556,1976.2555950145204,0.8162547127413402
08-28,361.55249358009326,0.44094364882765175,1237.8294068769806,0.3842637457396956
08-29,419.6156245211665,0.4459688112121182,1140.1720466805787,0.3675541561178757
08-30,46.11446776041926,0.3404122060290001,1018.8236468874162,0.3729223682121006
08-31,229.61999950994314,0.6908592983116748,1511.5192482109019,0.7129355545236102
09-01,55.218090908680075,0.4380052925115745,928.3225965026916,0.8104776391010734
09-02,647.2696272985124,0.45012742552825247,1042.689132289752,0.2351335678471635
09-03,158.1266577022529,0.3641457868354377,625.836988321698,0.25861756475775877
09-04,512.8826230345596,0.7723185332023176,1084.3913545844973,0.2852401475664475
09-05,275.3114627762368,0.42273672602189344,2049.440224739806,0.22354070141586857
09-06,447.13958058416847,0.20538940339538492,2139.3583465937663,0.37815195448182265
09-07,258.27512773188494,0.5904222734362523,2020.4794839558876,0.6221168471440155
09-08,327.7458807571921,0.43441920969794934,1193.8586339942408,0.6244256163533057
09-09,87.8006445735653,0.3806363717264818,927.545462563585,0.46651953440923294
09-10,477.5274563964933,0.5456883008347843,654.0176107959483,0.34049501063337606
09-11,392.56884387162864,0.8503977982999318,2402.195217563207,0.7064221438489214
09-12,612.1750221107216,0.37352508997539824,559.9600675638587,0.5458187766732896
09-13,823.147717860146,0.6474283851713942,682.5508494354692,0.4114113457021942
09-14,283.8271051001659,0.5870529217110471,1181.340124781262,0.5802506367042748
09-15,234.3428697527835,0.3790106670696118,586.4864321406776,0.25418708080247127
09-16,234.60003069738778,0.6239318197151584,1013.5315544518575,0.6681332378635032
09-17,250.31466862679963,0.47649881189963283,226.79955684397328,0.7915008183208486
09-18,500.2940200383217,0.7850998186752498,1977.6803401410657,0.5701827592505223
09-19,1101.7609567870186,0.4814951461273861,1911.8235197958952,0.8178442227536422
09-20,361.78202462003594,0.45219753356076514,500.0995479058144,0.7372046757285599
09-21,704.2642318090149,0.14036129082477494,2437.5373909676127,0.6155105316684611
09-22,352.8377872568299,0.42328882872472606,754.4856713866473,0.7457256843799931
09-23,744.6719933882332,0.48485665177684256,1201.1356487569356,0.6546368040139023
09-24,217.60340041285585,0.7499652396433454,2253.8055290459342,0.44622007453010043
09-25,345.50813126108886,0.5487778977450115,978.4655133635652,0.3707164283230545
09-26,611.2999994140928,0.3095257116275921,1132.1073018781567,0.44245806516254216
09-27,330.2774974740712,0.4150536749726065,1385.4128254904947,0.5289232906498966
09-28,493.087858790301,0.20997108726690775,1137.8010927068285,0.5762541298266096
09-29,139.70775650361006,0.5793989315087968,1729.1472037390054,0.7422680360184433
09-30,439.4741407525018,0.571115782864826,1076.6284256327733,0.7277631681875107
10-01,453.4420132060882,0.4201868991986896,545.6569104556605,0.4114206271404249
10-02,436.8773678748938,0.4202161423210109,2838.647504872618,0.3862236461508384
10-03,680.8487228055825,0.2984184064788754,2222.3084396603435,0.3322523494697887
10-04,717.2678126154572,0.5922008020107727,1603.6869847774062,0.5536748206417705
10-05,981.1533266496442,0.44949873341462326,1192.3001266888966,0.08428188101713574
10-06,226.51685338166826,0.6420219195087927,3404.5713181418823,0.45214385478766567
10-07,286.6343408438854,0.669895434514099,2624.1216400479807,0.2954825319488445
10-08,899.6082757435794,0.48363297979238046,1130.641445693146,0.7386884129821221
10-09,788.2711963141599,0.5216666305275472,2312.7276932297077,0.42087458519639637
10-10,1254.8272150884789,0.509091029214553,981.6046977241838,0.40185270856829486
10-11,336.6344866094185,0.6489614426901047,766.1616811076908,0.7966097236348898
10-12,279.79174111868343,0.5145869801294625,1733.3777970000137,0.15863131761227595
10-13,128.18965513484346,0.718981904146821,536.4909282983238,0.582000924331288
10-14,159.00160016726508,0.5536301358799613,376.19714547040996,0.18752942630524072
10-15,279.09815058051765,0.24622269091981436,504.4523738703639,0.5588287873699908
10-16,446.31489834108595,0.4179632663749625,573.2285361329494,0.1638999800627625
10-17,412.5908231933475,0.5819871134695835,876.3560179420999,0.5089149012419407
10-18,393.45515538176335,0.26752651292006197,467.73909688638577,0.7689212526312323
10-19,737.1825474164499,0.38077686186005416,393.3759923484142,0.7009816832634477
10-20,1597.0727095005204,0.37840918217242053,1534.147309395687,0.579355094767232
10-21,408.78223662801463,0.31809477654215557,6547.211316704947,0.4401470897222624
10-22,387.1195021168447,0.8630746831209886,1714.1326392205833,0.5343796205207247
10-23,336.5755340723778,0.49249586928848893,2852.953341422297,0.38242013128421093
10-24,381.92131895496436,0.5723833653452337,2333.4554591180977,0.5993267577505934
10-25,261.6265308356359,0.2868829592750147,1807.9958198662412,0.36476737549110805
10-26,1716.7247680185787,0.24796811446749817,1646.842201360091,0.37059032154805727
10-27,714.4348417902244,0.9359376030058666,352.23708632602813,0.2934397895906805
10-28,478.04558022999356,0.4317035332484352,1881.487960417941,0.4090060373172163
10-29,322.19913831422554,0.5472109002098273,745.770691166266,0.5457181991057432
10-30,621.8294029805019,0.58783123856959,730.2233086144267,0.4884137065254368
10-31,478.71580704479027,0.5262773363776286,1316.7286244520105,0.4374906935178512
11-01,330.04308491670287,0.5850710878453286,1459.3868029698529,0.5496681276507122
11-02,615.4109129735008,0.5385137146586807,925.7868322937405,0.7743140533251957
11-03,297.1388751853257,0.2745010561468134,680.8611258652461,0.4230396313873378
11-04,391.8485650871602,0.5289207319346845,1345.7437666991846,0.7680479735732388
11-05,271.18955914271413,0.4834534983283058,1147.8631562815867,0.4457052968480394
11-06,606.5816790837177,0.352082709336242,2927.897097782277,0.5820604753730981
11-07,460.2451367512247,0.5441524316003489,932.5647067184694,0.32089238031061396
11-08,710.2748652361335,0.6104827321469157,653.3062906871203,0.5194978635480252
11-09,239.5030011174087,0.18671135455558718,2156.951357692125,0.8051013808930916
11-10,135.37664807906552,0.2426139984583969,1520.7742137006346,0.523251544007646
11-11,1081.7809608247335,0.5645560108169052,3502.628754897113,0.45983249661199227
11-12,653.442832181808,0.565960755825409,2558.081568771987,0.4957066103545973
11-13,409.45623941454545,0.2785481895626156,3140.264004213101,0.578628168167481
11-14,936.5296408526732,0.395366549024757,1353.1003751579938,0.4164399456902874
11-15,678.6963314629513,0.5344703791751864,1530.8983674948583,0.5377752146341108
11-16,123.09768421136744,0.29505518715681617,1708.169639203336,0.492572909329087
11-17,280.82713904629446,0.3870218486622105,3647.8196222271763,0.581585287841924
11-18,1091.4937572201393,0.4091335963436661,2046.1460883231696,0.3899512829958506
11-19,521.6697014665145,0.35437539314234784,2595.79539294819,0.443732366633509
11-20,425.30662185053836,0.5313330719057207,1956.6357673049388,0.4942479854558341
11-21,272.31887918435024,0.5513175514509142,1856.4953839780144,0.6734766761837847
11-22,204.7059390535922,0.6609997231395086,2017.8227611894454,0.4198175670319689
11-23,730.5241990811359,0.5731143754382702,653.5025749758723,0.3774711552567705
11-24,726.0001082915085,0.4107217403011584,2339.6957664844604,0.3929118790223082
11-25,382.4247938182189,0.6122189487028394,1009.227553550829,0.5773490080533964
11-26,738.6940480298787,0.29277873083659317,4579.033973772604,0.8266120744407282
11-27,282.7647191309246,0.647831531075452,2504.9879116897423,0.47115209696317156
11-28,701.4191448960872,0.41948567063001035,2595.0554160073916,0.3838886764838854
11-29,291.01742811236136,0.6225877730058365,2943.9524062257738,0.4607679792124483
11-30,271.3458984376908,0.5647754214464513,217.43998729680902,0.44890077764184805
12-01,371.5606218936757,0.5668054210059877,3286.8126086717216,0.23956616812288942
12-02,380.58097716770277,0.6665909682696953,1662.0852303793265,0.7389676436537342
12-03,129.61000532112848,0.32631953329353725,1314.5045534058777,0.6946784346126673
12-04,147.76987149095834,0.6204723400217123,6577.80966209224,0.3970412302262144
12-05,1188.482296318557,0.7864011629106853,6580.851627880324,0.33728616021382574
12-06,1022.4170385072948,0.050099599799322506,3656.6389080731597,0.6041935813702544
12-07,716.6441668532141,0.3736655230570398,4732.313473258126,0.2605443388040928
12-08,1480.5822381862415,0.5586403188250557,4126.782005602417,0.6592910055371464
12-09,261.66814579862205,0.47814023532987815,4662.8577300657025,0.1926592692515591
12-10,136.2629263475063,0.39303828285822634,2942.4336048251816,0.3664539870902125
12-11,297.64066923401595,0.39697984578408946,523.219082034226,0.4973857130809778
12-12,218.2280200985587,0.4898786528286571,1030.1864754532676,0.42467583135462367
12-13,622.2342474521663,0.3630038578683712,7838.029747389989,0.26198077536369146
12-14,552.4949555153195,0.26653767419332836,1099.327922831133,0.4524988081021215
12-15,368.9557375024675,0.45264968797295113,2723.490584030019,0.16757279173461367
12-16,572.3718280485242,0.5092913461118834,1106.3892403453297,0.09383701522187106
12-17,410.4173866058392,0.7343731855566571,2230.927962084244,0.3038425516633046
12-18,1123.6536099918876,0.37563156810136,2261.044808507241,0.36853168436419753
12-19,744.7970134947514,0.6804138955156354,3549.7716309559423,0.3574861150654618
12-20,605.6526795239204,0.48119533602670417,3745.2321720356354,0.46085818738654183
12-21,922.9727141067718,0.2597746495197468,5078.345411367451,0.3987607788085671
12-22,1263.2929572402277,0.5255712475906775,9215.222846813598,0.6576625063809947
12-23,727.3596346411716,0.5563608674669491,4491.692054560209,0.33102485303276813
12-24,163.58691530630261,0.24044346795539667,3318.056789077663,0.6900747362234065
12-25,1015.943743609943,0.42583402694623407,2274.200861380384,0.48490777644669186
