,WeatherAthenryProcessed_wdsp^3_sim1,WeatherAthenryProcessed_glorad_sim1,WeatherFinnerProcessed_wdsp^3_sim1,WeatherFinnerProcessed_glorad_sim1
01-01,1620.3791978376305,0.7608057144030076,203.51183741104924,0.8789141839047372
01-02,494.1468632830203,0.5854577328758713,1687.7387808156593,0.34055768951505466
01-03,8.176968984143034,0.008077331807247606,4.936739644743253,0.19461034488981377
01-04,210.06116344259792,0.0904982558099535,0.01908934362460393,0.16207503295932243
01-05,131.866004103959,0.7949908642038876,412.28084132670153,0.1633981868970115
01-06,478.9233219478774,0.6671303575316778,121.15317149049622,0.2804501795518185
01-07,1174.1294504982257,0.5964633505720724,1089.0703642068875,0.6361532759516931
01-08,563.0877167131162,0.8362383177308828,3434.643914347498,0.27008629222032493
01-09,210.25649703846102,0.6094860351780286,1370.9259350947293,0.9997720509995315
01-10,35.631382592390565,0.45535828497302594,18358.485616177357,0.0840014938448297
01-11,1589.5632302187576,0.8752933711636007,3115.6529914360963,0.28871029459307623
01-12,4637.346864452139,0.5318276461775457,9194.40242275065,0.3554109814791012
01-13,159.18201113148106,0.770661134585148,196.48461661983475,0.3831481527119011
01-14,634.8115821710924,0.9779292435795409,208.72064023092415,0.47574639209915226
01-15,2.8714784169833956,0.24044237065825122,2944.9717359239216,0.47046649917294897
01-16,112.62270564927489,0.020175301130626655,5670.6594039658485,0.7542440188282342
01-17,95.02828855993978,0.6514657714978714,1932.4379634579948,0.03957244580212652
01-18,39.74029615298511,0.07015138673547563,1027.2550803692789,0.7059985475170676
01-19,139.23854035714984,0.5891463509906488,3093.9654936226066,0.9985104522736197
01-20,11.612067513826606,0.15472339188509773,7389.876682918318,0.557389149480253
01-21,37.0589787873404,0.5257444167420268,3072.160715772186,0.9300491340489727
01-22,55.271052568399725,0.9590405326626721,592.7470002993668,0.9301723967246187
01-23,17.596590607285812,0.5293877390814182,3573.029051245239,0.8428254065309139
01-24,398.5832298619365,0.7295019135042521,174.56308445777566,0.000300430755086509
01-25,255.08758513936806,0.12480472021743196,862.8276824803568,0.9913778234376183
01-26,2376.114376134847,0.5147870364671794,2732.514041427292,0.32199825805672905
01-27,1730.9650584805577,0.9965825596935255,2942.9778652876957,0.44751436441573367
01-28,1549.2637781606275,0.46952444222790213,454.58956651594946,0.07234342493962802
