,WeatherAthenryProcessed_wdsp^3_sim4,WeatherAthenryProcessed_glorad_sim4,WeatherFinnerProcessed_wdsp^3_sim4,WeatherFinnerProcessed_glorad_sim4
01-01,533.648153869504,0.06791165824931301,379.1529509959496,0.7427086042056376
01-02,2521.6566483734136,0.9873027139769155,187.63459600337538,0.9169587158469376
01-03,2720.1042554949145,0.12313097494515693,1851.8469269635625,0.021276300946307853
01-04,365.9119125644375,0.40437146284781383,1743.860686305367,0.0011713249570901197
01-05,47.3374420791693,0.6592045355292363,681.5569335999645,0.5941826496046804
01-06,954.0826268229976,0.5696561991264458,1160.839164816746,0.5297883078924215
01-07,2806.8507073472197,0.4572382863346218,475.6479429095863,0.45599048084770744
01-08,160.45856678940538,0.8282729569806808,4100.80262286582,0.022077534215774706
01-09,817.7993225575808,0.459768074773403,2060.24838743598,0.8724653276763097
01-10,1060.3560931044863,0.6339868560227838,12124.375850931676,0.42428678548518944
01-11,822.5315687919061,0.16040702997012077,19.254051900431612,0.9832512748779103
01-12,34.05346265977659,0.7022029807678221,5434.120043910773,0.44718356873808046
01-13,376.8921664269971,0.9024044284927579,42.07318968579891,0.9749190337539492
01-14,1030.5239869556865,0.8717376639394144,429.5990259349962,0.9004187062408283
01-15,28.355849658820105,0.007729164028456652,3442.837678359284,0.018315779875454376
01-16,157.85839354142453,0.2845790474794295,913.5048923330618,0.4074675676611433
01-17,313.34323653075614,0.34773189690383605,418.0924913176526,0.8574226425227882
01-18,175.80270161150486,0.05494464491351272,338.7705232476181,0.163111603362172
01-19,25.147609963455167,0.860242894726956,1365.1892840363817,0.6076898090585758
01-20,8.738473001568707,0.17529343236913786,2974.687404060349,0.3934017952054485
01-21,1.3733246946244813,0.24892144260207574,15.923086549172956,0.15956990887646488
01-22,77.02240550848279,0.9025146404874259,4.214680674769244,0.9987323880654726
01-23,0.07757275114350135,0.16997778260367497,1833.6966247768623,0.048053827440717074
01-24,144.50999539406075,0.9960102645337257,2393.7649910187447,0.2749123632162052
01-25,281.8466272397742,0.07016092316680285,4167.633217738056,0.08966410332826823
01-26,2741.715440576893,0.1153391875230651,1125.2316580996735,0.5518514265386899
