,WeatherAthenryProcessed_wdsp^3_sim5,WeatherAthenryProcessed_glorad_sim5,WeatherFinnerProcessed_wdsp^3_sim5,WeatherFinnerProcessed_glorad_sim5
07-07,68.72576100020021,0.11596890651509785,342.2171664740114,0.09054356569766593
07-08,104.34578907234534,0.04217507570860309,2548.7745876681834,0.4045953013417274
07-09,164.31443411600824,0.42708289072287614,342.81679683383595,0.904744200940607
07-10,542.2667129927228,0.019899217394340123,201.00349443910318,0.1793612545929409
07-11,392.4166231178214,0.07894583785525708,839.7697371997815,0.9866664186190552
07-12,301.59943567477166,0.086530350880235,217.1021640878419,0.3230871605602628
07-13,87.7253175396158,0.1750287168257623,130.97440748894758,0.10628938409502182
07-14,224.78281192317792,0.010169668858931256,1759.9661513770686,0.9897711448600661
07-15,50.85250167159853,0.483436436090535,1082.3834719639533,0.5243702545050447
07-16,8.203101402083211,0.6448306585894813,585.0084476785568,0.015086926038634294
07-17,502.4657099104935,0.9996532009041772,759.4786845794499,0.3019724721335263
07-18,46.172989411412,0.6193396317506399,4462.078509910363,0.9360850032275267
07-19,265.198242123861,0.3974165142515258,855.5275333463901,0.4210902284580972
07-20,168.01233023120474,0.3273608347564039,559.2601417080816,0.32635538151423904
07-21,373.0113775967411,0.017922553823760647,332.6155817133166,0.6383455957817509
07-22,37.77196556565185,0.05774643936142586,929.8764240903603,0.7283970971093141
07-23,223.7284285183036,0.8049216657850228,689.0637542027699,0.9983874420785361
07-24,89.16180755700496,0.9795314764122578,54.63013568775197,0.005124479653062753
07-25,574.9668096210758,0.011552839913989305,631.6909854801034,0.01976319185307239
07-26,682.8560061062004,0.6795427533951919,130.5105774118795,0.017148945133972984
07-27,493.14385413780985,0.5600740059194245,5097.376270929034,0.3011841009303473
07-28,276.84210997053725,0.025817450660926267,2057.4258115938405,0.4382140974682054
07-29,402.814551958173,0.0017030193587185185,2272.641232567315,0.148795519513176
07-30,74.48558462027987,0.7595707980291411,89.92858665868594,0.9191237777461997
07-31,89.77481168564263,0.5041211854567675,2777.275601220547,0.536387536018763
08-01,193.359631141102,0.013566662560855963,185.50542961498655,0.8496447340920606
08-02,136.49189197093065,0.6990987753487202,33.26058073520778,0.5527068382910875
08-03,443.1935949673553,0.041204767484330655,2877.8890991888447,0.9241463272024728
08-04,32.43366312146687,0.07320840821611693,38.61406881829128,0.7008047799129806
08-05,480.90287212525834,0.70824096290147,324.4149974248575,0.01547573792756271
08-06,138.43402245706255,0.11674166853814355,792.9771942655408,0.46872309244948535
08-07,1282.3402662687004,0.9067170803120183,1371.415959978138,0.9782897212109579
08-08,107.23472496863182,0.3487428423412352,55.0931053283643,0.9999893301738939
08-09,1033.0294714737822,0.9842050827858392,960.9610966934889,0.05256974216777923
08-10,1040.8112794306412,0.14820466536113788,3235.8805029296896,0.9821926932580575
08-11,308.0147644267707,0.03242468290216358,216.5996999397092,0.020329490582776402
08-12,116.76386221339001,0.07131444471225683,1924.6255121879324,0.28276663616491765
08-13,6.2871367495779635,0.001956421911609896,824.2030233214796,0.022801629890132773
08-14,139.48670660849106,0.17472329655958227,304.271264024622,0.4953324811383249
08-15,93.92244144569693,0.42365745369361146,2384.5801918233683,0.9519800045966815
08-16,85.26060014108582,0.99858123501223,2398.8483689073296,0.17934524091188103
08-17,389.91795822988996,0.0011321792186109684,389.5031970010638,0.3263072843610402
08-18,45.63342454405737,0.8187053774622002,2192.081132087091,0.12165383751775116
08-19,716.468207686188,0.053141558558112735,41.928497581812344,0.7506389437519867
08-20,90.92302010150722,0.4265214101246078,967.75821634679,0.042187933641867785
08-21,538.5008379438739,0.014225497642338112,991.2817860896391,0.5161125611889708
08-22,835.0945448585599,0.3746640046928332,1654.6704500826897,0.9957223520423607
08-23,316.13102547855016,0.3179551447509504,1110.2303914318845,0.32454650776701754
08-24,548.5270262275999,0.29681811943735276,908.8538103448539,0.2478714472670717
08-25,80.54232347763505,0.9760468298917659,2862.8813378229365,0.5643653551500324
08-26,701.2857463214182,0.8686542388436682,208.935096821415,0.8750693433596035
08-27,111.59120934316867,0.8761354132633347,29.06866854031017,0.9045518481168112
08-28,192.97729120629427,0.006069654427616556,295.31817770330554,0.8131833028367058
08-29,422.5063656719975,0.696271747924174,1177.963622905958,0.6561735516201824
08-30,66.01027715570322,0.037198982351969355,2884.744660498865,0.2867032238781031
08-31,68.67324384358193,0.31436565111418757,52.303681257390686,0.9779453492055973
09-01,17.993574804918374,0.05135600712725244,3060.3302186938226,0.678202226816647
09-02,1035.6183583253467,0.4537270078919128,1894.904314493977,0.5948466082108588
09-03,186.7745458404594,0.4255503769412661,225.4540683151712,0.03125279425012175
09-04,891.0664675199046,0.6907601704484321,454.4785214670494,0.020244090740793433
09-05,135.0932608332259,0.10725192445250877,1106.6312284020096,0.008319256481597837
09-06,1147.0899270309242,0.11478082157562572,660.9231507293825,0.5950353395818463
09-07,437.10718572223885,0.7159100877336313,4516.0958329472305,0.904317326422646
09-08,114.3131025741715,0.4005946920133487,153.16400329334067,0.8702414307195495
09-09,229.66731062762946,0.7948069216256476,309.611794764285,0.0024253495839886736
09-10,36.10906077819533,0.9926627798312605,57.120172148271145,0.21300693305333065
09-11,298.5432280862166,0.9194507958368381,1628.786933942005,0.610880286265731
09-12,370.4706334590759,0.2810112247725749,22.172677766658392,0.6360401353638356
09-13,228.41850007591324,0.7039213064946319,1282.8820484467517,0.11254765471278994
09-14,665.1875956903164,0.6693652028530341,2617.9162803399545,0.0021184901943413523
09-15,669.2005765786208,0.027465421567305717,0.6813679446049711,0.2630225615781631
09-16,12.146179421841131,0.9647157256682097,3082.391411320697,0.4426149229904717
09-17,242.4212152094354,0.898295078943864,68.24180161510667,0.9732138186920815
09-18,276.88851226438743,0.7851887881442279,1016.009260576309,0.5783924471952774
09-19,239.32165934657328,0.7365693117165757,911.8326846499803,0.4563153731742063
09-20,423.94996027918336,0.6621963488867112,89.57296228247601,0.8383347455122055
09-21,895.9709008752287,0.32909862566992176,3883.8012135775175,0.5174595063590156
09-22,199.86578137049412,0.9579285504440478,532.2922148854294,0.6290289247164447
09-23,863.2463560657717,0.4572218592812392,1093.1152341291959,0.6511349467840274
09-24,65.93383354877906,0.5587690258168109,3197.1098680416562,0.4933244392796036
09-25,367.66489983284987,0.9817967812717179,185.45830072694943,0.5896581985302098
09-26,674.7092185739612,0.026801204642943364,2228.4314919928893,0.019915124329619113
09-27,90.85814494755512,0.8681322071736258,2016.9178442424843,0.5324400192863354
09-28,804.5424081939284,0.2372165159571084,163.71464196160986,0.25082552207844466
09-29,56.562131977483716,0.043545554534272904,424.029661182498,0.9721603859955483
09-30,1490.1191277709752,0.8837271293726747,213.34210869677383,0.9322417969970527
10-01,565.5099944376964,0.925637197555836,1121.9926099677862,0.34331651269566754
10-02,560.6451890073578,0.5942557928312313,747.7522614807552,0.7430837658375945
10-03,542.7701581264979,0.045760638288769515,1069.8169824048405,0.09818930813159822
10-04,234.903001017741,0.3990703414246045,2714.7601113452392,0.834949342534794
10-05,1469.9071370091924,0.7433555194016425,932.056042764887,0.2018709684677132
10-06,240.7921459233196,0.3820718738064642,362.4882698666181,0.17918132487387967
10-07,59.61352669172154,0.7389906295485308,1427.4525053465675,0.36353380470475005
10-08,204.37683074899752,0.3986987377847596,579.3048388606734,0.4752754377525879
10-09,2206.481677092695,0.9683699272965579,2045.72319859021,0.9814473081720576
10-10,26.527874393132663,0.6224276493793928,263.0476907718211,0.23621275022826627
10-11,337.6934221489767,0.688408708522507,272.8900610797403,0.9858259968876992
10-12,1057.226933118938,0.8280345922093837,3650.7413984937994,0.022776261296065643
10-13,138.09724637321347,0.9745188485787629,349.02954459261304,0.7100917048751596
10-14,143.3145471768106,0.6678482619557989,347.4639052416023,0.6127713762685137
10-15,163.23647914795515,0.39900199982181306,697.9924618145335,0.16056893412920814
10-16,767.6363983097508,0.6998394116334201,165.4458702595633,0.009650736595715349
10-17,333.34954562404647,0.9129613732577481,962.7066150023828,0.20785582843682857
10-18,447.9714343007846,0.13568323128254223,348.7554625324936,0.9343829876327903
10-19,2186.8938313558974,0.223668369767189,29.167531604834863,0.9436391127885895
10-20,4479.829756928946,0.5110107484146214,1739.6708472342293,0.8599662318472653
10-21,120.63915546115157,0.31052404455466753,4765.691388728386,0.42047729130838185
10-22,186.54596682634323,0.9999959840147999,1964.1661589148719,0.2234083007352644
10-23,499.1362468605232,0.15667744985006793,3117.5023005599646,0.8187543242154767
10-24,518.1778213782358,0.37528787601151087,1985.1794002124695,0.5351259871984766
10-25,403.53816635092386,0.3065929440669585,2169.28750996036,0.4634298631560683
10-26,756.3651019643086,0.5986964431104811,2100.9649175767217,0.25527927532892336
10-27,262.37297897213205,0.9994382299355163,658.6062434801626,0.05412851512507416
10-28,274.4114991416074,0.033200633260545544,1250.0033799967919,0.10743602612037287
10-29,218.36260802499194,0.00785045428527594,621.1789356614522,0.9997169912516135
10-30,554.675543590741,0.42950791444077385,626.71905341688,0.334983238730451
10-31,135.11407365956967,0.8746292613859106,1030.7506599664166,0.9289302363768236
11-01,63.50952096651618,0.9763531212943836,555.374613628455,0.9763629181636493
11-02,584.6511296744487,0.20862791454270624,496.66549172064435,0.6017484144996498
11-03,76.11407244171147,0.3533246861764789,83.61154173923146,0.37427966164341087
11-04,1166.6329731511214,0.8697026194022172,1721.5856128303221,0.6773285620999102
11-05,109.2544651450682,0.07393245858227983,625.3013654985251,0.021018173266976508
11-06,209.5830404041885,0.6087099993961351,365.4560106949128,0.9976799552861016
11-07,115.1061731830955,0.06151241407867564,1656.5947339500622,0.017219736032168927
11-08,643.1987848061848,0.9864975765900903,109.78762706548015,0.9889589227942671
11-09,52.37423512007488,0.01722203872971259,2147.492984135474,0.5353127637212367
11-10,324.9028350954887,0.9996284813441054,3845.5735966630227,0.30129995319070196
11-11,2678.1224763316154,0.41660699046674343,193.8730617594527,0.9001833723774679
11-12,797.8758855549954,0.36335175663173247,4110.424861417499,0.9954075654377741
11-13,512.7772213269071,0.6052241906942268,1997.7484723411094,0.011176201995216645
11-14,93.21296456108344,0.46993838359311274,733.4284926213464,0.9877130020312287
11-15,360.4099051820118,0.9595128965529743,8.13934090321663,0.6922574365362322
11-16,165.0336643801497,0.3221533907732716,57.12410187796335,0.19963104789044492
11-17,453.43830235346456,0.06341081350375687,2513.8785301881226,0.5264672518606055
11-18,439.87890320582056,0.006933556582976258,2054.650212993966,0.00023427812938047875
11-19,35.24117471380256,0.29631436802419553,1692.9328141496674,0.03777083214919402
11-20,360.1070791294017,0.09118788215876701,2468.151206370389,0.910902286241009
11-21,591.2388804626942,0.9873739698942254,702.5476262724966,0.6487982077182771
11-22,87.91252988049469,0.5871833475745256,2247.427727735765,0.896367832191391
11-23,49.23309174831877,0.9876078010340343,768.758207410932,0.2201048914360026
11-24,343.70925986617266,0.7395382361821556,402.14284903532405,0.504890402554058
11-25,80.61815883549085,0.17619513602024886,542.589723595597,0.09935249061156144
11-26,414.9192506969556,0.022027292331235033,13118.867909952334,0.8013325414247136
11-27,355.39331377618515,0.43399679809747266,1.0532273102570506,0.4446237792270655
11-28,92.25743607971654,0.09401765141513194,5435.208582676086,0.03711071703065066
11-29,1057.0708935005387,0.9503426916586161,11577.581170071653,0.003911645724371314
11-30,201.29850560446368,0.0009031378756983595,10.06431344638908,0.8277805448529246
12-01,132.04324488547368,0.8706570750500384,385.4895938580749,0.6592009375032407
12-02,644.6533577293003,0.6174952093791484,1690.312960120148,0.97250501768535
12-03,22.281426707432093,0.07525403264530027,5068.347683298387,0.5465126951536553
12-04,5.9469417174817725,0.9794159620543742,1526.3748726829708,0.5000311520449505
12-05,2295.60800359067,0.9402497161365336,13229.40618459505,0.002512561734922717
12-06,2245.00911257141,0.15408298707470672,1730.0898109817902,0.17021983852770056
12-07,34.43941134342198,0.4386078509056125,704.9361480850505,0.03276257847890109
12-08,1573.072648233699,0.7057051318683093,2682.0885787132866,0.981254036501479
12-09,110.60423903405118,0.821340798593045,39.47279655534969,0.007723399491727264
12-10,288.9960622383624,0.2672997138227852,104.53371384246242,0.0658415950111514
12-11,163.94130926334822,0.07795252246537956,197.85738443266564,0.9449049741752957
12-12,201.29470961772347,0.4468104424730263,366.0978128555248,0.06246019574392209
12-13,764.411710222908,0.6439185248800577,868.4316865832063,0.9881360102874513
12-14,1353.1126107123075,0.2004938942454535,2465.1464252286014,0.1317341033900355
12-15,249.681572142273,0.15430613633124737,1368.1634989307252,0.35372369147448673
12-16,44.20937458486047,0.1539460837896446,1181.6365671376386,0.012597778114437906
12-17,1299.90641123004,0.08425433561018743,851.7357572976733,0.012829528908771117
12-18,43.6025391740939,0.5051586037394098,565.7205675058328,0.5795451390212506
12-19,630.8674223571517,0.9506971226308545,9187.319243255419,0.07174431836746477
12-20,922.83766876831,0.5369012789814439,14043.133322127162,0.4361449118830758
12-21,110.68434362927644,0.00786069310026201,12294.62620864507,0.6835948096047118
12-22,1161.7949900771496,0.003768192380308796,1601.7810497238318,0.9511629913022395
12-23,1348.4213431371145,0.28951541580215995,222.94526489780412,0.2638294994412918
