Iteration,Loss
396,2181.1750904380583
397,2618.3047582007944
398,2181.0918913797564
399,2618.3871524589963
400,2181.008694895049
401,2618.469551773302
402,2180.9254967086445
403,2618.551924923353
404,2180.842305360805
405,2618.63430980784
406,2180.7591063046184
407,2618.7167134349697
408,2180.675900395176
409,2618.799097594077
410,2180.592705633268
411,2618.8814732632704
412,2180.509514306389
413,2618.9638539369953
414,2180.4263238325475
415,2619.0462387350817
416,2180.343124786882
417,2619.1286389846077
418,2180.259930025052
419,2619.2110112221862
420,2180.1767284079046
421,2619.2934231748372
422,2180.093532801388
423,2619.375792079339
424,2180.010342304427
425,2619.458165029039
426,2179.9271552319774
427,2619.540553386994
428,2179.843963884158
429,2619.62292049778
430,2179.7607656892924
431,2619.705313121839
432,2179.677564069951
433,2619.787714961125
434,2179.594373577175
435,2619.8701007089135
436,2179.5111676467955
437,2619.9524841065822
438,2179.4279754354848
439,2620.0348689886964
440,2179.3447849552495
441,2620.117249598783
442,2179.2615927354905
443,2620.1996446877883
444,2179.1783996649124
445,2620.282018566771
446,2179.095207476714
447,2620.3644153092023
448,2179.0120126980496
449,2620.4467952263576
450,2178.9288110556254
451,2620.5292004670637
452,2178.8456128273187
453,2620.6115466111632
454,2178.762421468937
455,2620.6939425023243
456,2178.6792250010653
457,2620.7763223655584
458,2178.596033659563
459,2620.8587055437483
460,2178.512840620437
461,2620.9411158036123
462,2178.4296355660713
463,2621.0235126780008
464,2178.346435650579
465,2621.105890020921
466,2178.2632425862676
467,2621.188270834953
468,2178.180033283775
469,2621.2706457248523
470,2178.096835080582
471,2621.353056001397
472,2178.0136420057925
473,2621.4354349951805
474,2177.93045237436
475,2621.517820738186
476,2177.8472610307113
477,2621.6002081405545
478,2177.764064546059
479,2621.6825880541282
480,2177.6808723284007
481,2621.764989010951
482,2177.597674118933
483,2621.847351162702
484,2177.514478487219
485,2621.929747093493
486,2177.431282029798
487,2622.012132853432
488,2177.3480855450784
489,2622.094506791179
490,2177.264887333544
491,2622.1768858882288
492,2177.1817011539183
493,2622.259269005477
494,2177.0985098354245
495,2622.3416530746317
496,2177.0153141954147
497,2622.424046393967
498,2176.932125440028
499,2622.506435471325
