Iteration,WeatherAthenryProcessed_wdsp^3,WeatherAthenryProcessed_glorad,WeatherFinnerProcessed_wdsp^3,WeatherFinnerProcessed_glorad
404,9.255879679381906,1.3974236460635439,0.0,1.3974540732087917
405,11.13623033031763,1.4020206461063935,5.258631867945951,1.40207582514995
406,9.256312394223642,1.3994140706709004,0.0,1.3994414009866887
407,11.136663081539155,1.40401107071375,5.2586318815883715,1.4040631620227941
408,9.256745145445166,1.4014045089206775,0.0,1.4014287424070062
409,11.13709579638089,1.4060015089635272,5.2586318724934245,1.4060504943481646
410,9.257177837549534,1.4033949107906665,0.0,1.4034160519950092
411,11.137528493032733,1.4079919062860426,5.25863185430353,1.4080377993886941
412,9.257610511464009,1.4053853035657085,0.0,1.4054033388456446
413,11.137961176042154,1.4099822990610846,5.258631849756057,1.410025072596909
414,9.25804318083101,1.407375719078118,0.0,1.407390607506386
415,11.13839382721926,1.4119727054785471,5.258631863398477,1.412012345805124
416,9.258475895672746,1.409366148232948,0.0,1.409377907999442
417,11.138826573893311,1.4139631482757977,5.2586318724934245,1.4139996781304944
418,9.258908587777114,1.4113565819352516,0.0,1.4113651857551304
419,11.13925925235526,1.4159535774306278,5.25863185430353,1.4159869058639742
420,9.25934131626127,1.4133470429223962,0.0,1.4133524680582923
421,11.139691967196995,1.4179440338702989,5.258631895230792,1.4179742381893448
422,9.259774012913113,1.4153374311499647,0.0,1.4153397685513482
423,11.14012465475389,1.4199344357402879,5.258631867945951,1.4199615295874537
424,9.260206682280113,1.4173278466623742,0.0,1.4173270872342982
425,11.14055728319363,1.4219248330628034,5.258631867945951,1.4219488300805097
426,9.26063933345722,1.4193182485323632,0.0,1.4193144104647217
427,11.140989993487892,1.4239152622176334,5.258631867945951,1.4239361760483007
428,9.261072007371695,1.4213086731397198,0.0,1.4213017109577777
429,11.141422644664999,1.4259056413502549,5.258631849756057,1.4259234628989361
430,9.261504717665957,1.4232990704622352,0.0,1.4232890523780952
431,11.14185537769663,1.427896052315191,5.258631849756057,1.4279107952243066
432,9.261937446150114,1.4252894950695918,0.0,1.4252763756085187
433,11.142288092538365,1.4298864951124415,5.2586318724934245,1.4298981093597831
434,9.262370115517115,1.4272799014870543,0.0,1.4272636942914687
435,11.142720775547787,1.431876892434957,5.258631877040898,1.4318854598750477
436,9.262802866738639,1.429270371569146,0.0,1.4292510493542068
437,11.14315351312689,1.4338673807069426,5.258631858851004,1.4338728058428387
438,9.263235545200587,1.4312607961765025,0.0,1.4312383680371568
439,11.143586191588838,1.4358577780294581,5.258631863398477,1.4358601154308417
440,9.263668214567588,1.433251175309124,0.0,1.4332256867201068
441,11.144018847313419,1.4378481708045001,5.258631867945951,1.4378474386612652
442,9.264100893029536,1.4352415817265864,0.0,1.4352130417828448
443,11.144451553060208,1.4398386045068037,5.2586318815883715,1.4398348073664238
444,9.264533576038957,1.43723201542889,0.0,1.4372003604657948
445,11.144884213332261,1.4418290109242662,5.2586318724934245,1.4418220896695857
446,9.264966254500905,1.439222435488773,0.0,1.4391876336740097
447,11.145316914531577,1.4438194355316227,5.2586318906833185,1.4438093992575887
448,9.265398946605274,1.4412128600961296,0.0,1.4411749569044332
449,11.145749620278366,1.4458098510440323,5.258631877040898,1.4457967315829592
450,9.26583167508943,1.4432032983459067,0.0,1.4431623165146448
451,11.146182339667575,1.4478003256735974,5.258631904325739,1.4477840911931708
452,9.266264385383693,1.4451937729754718,0.0,1.4451496533874888
453,11.14661501358205,1.4497907548284275,5.25863184066111,1.4497714098761207
454,9.266697059298167,1.4471841748454608,0.0,1.4471369993552798
455,11.147047710233892,1.451781170340837,5.258631858851004,1.4517587422014913
456,9.267129760497482,1.4491745767154498,0.0,1.4491242998483358
457,11.14748040233826,1.453771563115879,5.258631849756057,1.4537460381470737
458,9.267562434411957,1.4511650058702799,0.0,1.4511115821514977
459,11.147913071705261,1.455762010460603,5.25863185430353,1.4557333204502356
460,9.267995117421378,1.4531554077402689,0.0,1.4530988644546596
461,11.14834579109447,1.4577524168780656,5.2586318906833185,1.4577206209432916
462,9.268427864095429,1.4551458414425724,0.0,1.4550862104224507
463,11.148778533221048,1.4597428551278426,5.258631895230792,1.4597079805535031
464,9.268860583484638,1.4571362615024555,0.0,1.4570735518427682
465,11.149211225325416,1.4617332660927786,5.2586318815883715,1.461695281046559
466,9.26929326649406,1.459126677014865,0.0,1.4590608750731917
467,11.1496439492621,1.4637236861526617,5.258631863398477,1.4636826224668766
468,9.269726035905478,1.4611171016222215,0.0,1.4610481710187742
469,11.150076668651309,1.4657140925701242,5.258631836113636,1.4656699138649856
470,9.27015874619974,1.4631075307770516,0.0,1.4630354987966712
471,11.150509388040518,1.4677045308199013,5.2586318724934245,1.467657246190356
472,9.270591429209162,1.4650979599318816,0.0,1.4650228311220417
473,11.150942061954993,1.4696949645222048,5.258631867945951,1.4696445921581471
474,9.27102409402869,1.46708834815945,0.0,1.4670101543524652
475,11.151374744964414,1.4716853572972468,5.2586318724934245,1.4716319290309912
476,9.271456767943164,1.4690787591243861,0.0,1.4689974593929946
477,11.151807423426362,1.4736757591672358,5.2586318815883715,1.473619211334153
478,9.27188946914248,1.4710691746367957,0.0,1.4709847826234181
479,11.152240129173151,1.4756661701321718,5.258631867945951,1.4756065345645766
480,9.272322147604427,1.4730595810542582,0.0,1.4729721331386827
481,11.152672825824993,1.4776565947395284,5.258631895230792,1.4775939078172087
482,9.27275485789869,1.4750500238515087,0.0,1.4749594609165797
483,11.153105504286941,1.4796470147994114,5.258631858851004,1.4795812174052116
484,9.273187554550532,1.4770404211740242,0.0,1.4769468068843707
485,11.153538214581204,1.481637421216874,5.2586318724934245,1.4815685633730027
486,9.273620255749847,1.4790308003066457,0.0,1.4789341073774267
487,11.153970911233046,1.4836277821596013,5.2586318724934245,1.4835558502236381
488,9.274052956949163,1.4810211885342142,0.0,1.4809214578926913
489,11.15440358514752,1.4856181931245374,5.258631858851004,1.4855432052863762
490,9.274485667243425,1.4830116449738853,0.0,1.4829087765756412
491,11.154836299989256,1.487608617731894,5.25863184066111,1.4875305148743792
492,9.274918313873059,1.4850020104640862,0.0,1.4848960543313297
493,11.155268955713836,1.4895989832220948,5.258631849756057,1.4895177926300676
494,9.275350987787533,1.4869923941441812,0.0,1.486883332087018
495,11.155701643270731,1.4915894078294514,5.258631849756057,1.49150508857565
496,9.275783684439375,1.4889828369414317,0.0,1.488870650769968
497,11.156134326280153,1.4935798142469139,5.258631867945951,1.4934924027111265
498,9.276216344711429,1.4909732024316327,0.0,1.490857951263024
499,11.156567000194627,1.4955702070219559,5.2586318815883715,1.495479707751656
