Iteration,WeatherAthenryProcessed_wdsp^3,WeatherAthenryProcessed_glorad,WeatherFinnerProcessed_wdsp^3,WeatherFinnerProcessed_glorad
45,8.280348604581377,1.0571526243220433,6.335389628271514,1.0578657045480213
46,6.425467534223571,1.054593679124082,0.8030793994985288,1.055301102293015
47,8.430234368257516,1.059278618209646,6.264845149213215,1.0600300654696184
48,6.57535329789971,1.0567196684642113,0.7325348977028625,1.0574654404772446
49,8.662692682970373,1.0614891223449376,6.531321885428042,1.062280364545586
50,6.712219717679545,1.0586693340665079,0.7587820234912215,1.0594271614318131
51,8.71698657899833,1.0633542776995455,6.220547791395802,1.0641561246084166
52,6.851644218637375,1.0607591937296093,0.6649983404495288,1.0615580029261764
53,8.910954586805019,1.0655058238407946,6.365596634874237,1.0663421042190748
54,6.9861147519768565,1.0627586496193544,0.6690698708334821,1.0635672722637537
55,9.015038383746287,1.067474602474249,6.269977464195108,1.0683273538015783
56,7.090198562560545,1.0647274282528087,0.5734507228917209,1.0655525172987836
57,9.17753797491605,1.0694969094183762,6.372237719711848,1.0703674413671251
58,7.205610984579835,1.0666031382934307,0.5525868234835798,1.0674500961395097
59,9.292950401482813,1.0713726149115246,6.351373833946127,1.0722650156603777
60,7.321023438431439,1.0684788665239466,0.5317229149804916,1.0693476795277093
61,9.34994708384329,1.0731948102838942,6.132630553816853,1.0741077838029014
62,7.425107262657548,1.070447663347295,0.436103789776098,1.0713329382051597
63,9.540390508642304,1.0752498863221263,6.341039882296172,1.0761696628615027
64,7.543457539009978,1.072304437708226,0.45259538890240947,1.073156265898433
65,9.630796942270536,1.0770739006838994,6.251382353890222,1.0779711626819335
66,7.650145301136945,1.074158147072012,0.41147039407951524,1.0750221261114348
67,9.705354180165159,1.0788980378274573,6.134805569468881,1.0798072187535581
68,7.740784601788619,1.0760347393224947,0.34720729925174965,1.0769186999605154
69,9.856067806846113,1.080836944107432,6.252143378129404,1.0817554291643319
70,7.8483775794447865,1.0778594721850823,0.3428383368154755,1.0787108228905709
71,9.931530255722464,1.0826321047497913,6.172322607904789,1.0835176797409076
72,7.9508786145888735,1.0797162920207484,0.3324106526415562,1.0805685976956738
73,10.00608747087972,1.0844561918711406,6.0557458416733425,1.0853536721479031
74,8.041517910693074,1.0815929570308072,0.26814752598147606,1.0824651715447544
75,10.124670627898013,1.0863656350702513,6.097631815260684,1.0872720784172998
76,8.130613298613753,1.083444538176991,0.24505646504258038,1.084293292275106
77,10.213766034008586,1.0882172389538027,6.074540763416735,1.0891001991476514
78,8.219708713819273,1.085296173892857,0.22196541774610523,1.0861214039105107
79,10.302861412834318,1.0900688337424072,6.05144971612026,1.090928301688109
80,8.308804101739952,1.087147755039041,0.19887440228194464,1.0879495428307564
81,10.391956768922682,1.091920414888591,6.028358700656099,1.0927564406083548
82,8.397899485113157,1.088999372565013,0.17578339591273107,1.0897777363206842
83,10.452367125959427,1.0937467348194332,5.95286762543401,1.0945565852816799
84,8.468315629921563,1.0908294350665528,0.12414775280922186,1.0916051476451685
85,10.554099624438095,1.0955950554271112,6.014189628127497,1.0964158880378818
86,8.552684937763843,1.0926434540815535,0.12956170192046557,1.0934082754611154
87,10.579123034200165,1.0973657552094664,5.838264749196242,1.098157311185787
88,8.605828759551514,1.094480465122615,0.030405397206777707,1.0952371146922815
89,10.75157552602468,1.0992939658317482,6.108989894324623,1.100079500953143
90,8.672310453017417,1.096084891083592,0.0201518494359334,1.0968113590715802
91,10.78937213858444,1.100873053270334,6.046336264058482,1.1016256737784715
92,8.727853085270908,1.097718716460804,0.005277968535665423,1.0984085454547312
93,10.844914766290458,1.1025068741000723,6.0314624149905285,1.103222855614149
94,8.783395712976926,1.0993525463854894,0.0,1.1000057227429352
95,10.869179707493458,1.1041181758409948,5.890041884413222,1.10481650406291
96,8.863026180530142,1.1011631184155704,0.023477382455894258,1.1018056173052173
97,10.859847068582894,1.1058615680449293,5.666425140589126,1.1065196511262911
98,8.895277517491195,1.1029982649924932,0.0,1.1036311414281954
99,10.923414750119264,1.1077149863704108,5.755905381192861,1.108377075775934
100,8.939363276818767,1.104797682070057,0.0,1.105425642686896
101,10.936184173966467,1.1094961089620483,5.64294770356355,1.1101395992009202
102,8.97161458649498,1.1066328240995063,0.0,1.1072510713129304
103,10.968435506380047,1.1113312964662327,5.642947730848391,1.1119650778491632
104,8.995141240826342,1.1084459927369608,0.0,1.1090448540708167
105,10.991962119784148,1.1131444196289522,5.642947721753444,1.1137588378696819
106,9.007910614651337,1.1102270971387043,0.0,1.110807395685697
107,11.004731511799037,1.1149255285781692,5.6429476990160765,1.1155214067694033
108,9.020680011213699,1.1120082197303418,0.0,1.1125699691328919
109,11.01750092200382,1.1167066920970683,5.642947739943338,1.1172839893115452
110,9.033449430513429,1.1137893696068204,0.0,1.1143325744124013
111,11.030270341303549,1.1184878465210204,5.642947744490812,1.1190466127809486
112,9.046218808885897,1.1155704876509844,0.0,1.1160951524070697
113,11.04303971058107,1.1202689463752904,5.642947730848391,1.1208091680382495
114,9.058988223638153,1.11735164662241,0.0,1.11785769402195
115,11.025422393482586,1.1220194280904252,5.543257079807518,1.122547726277844
116,9.060852801463625,1.1191561568703037,0.0,1.1196592165797483
117,11.027286980403005,1.1238239474332659,5.543257075260044,1.1243492397406953
118,9.062717406573938,1.1209606443808298,0.0,1.1214607391375466
119,11.029151617345633,1.125628434943792,5.543257102544885,1.1261507622984936
120,9.064582034421619,1.1227651637236704,0.0,1.1232622389579774
121,11.031016222455946,1.1274329633815796,5.5432570616176235,1.1279522530239774
122,9.066446666816773,1.124569683066511,0.0,1.1250637751581962
123,11.032880845756154,1.1292374781769468,5.543257075260044,1.1297538119615638
124,9.068311267379613,1.1263742205992457,0.0,1.126865320453362
125,11.034745469056361,1.131041992972314,5.543257079807518,1.131555325424415
126,9.070175881584873,1.1281787172047189,0.0,1.1286668157263193
127,11.036610087809095,1.1328465123151545,5.543257102544885,1.1333568525296869
128,9.07204050488508,1.12998325018998,0.0,1.1304683519265382
129,11.038474715656776,1.1346510453004157,5.543257093449938,1.1351583887299057
130,9.073905119090341,1.1317877422479796,0.0,1.1322698744843365
131,11.040339320767089,1.1364555282634683,5.543257088902465,1.1369599067402305
132,9.07576976967539,1.1335922706857673,0.0,1.1340714197795023
133,11.042203957709717,1.1382600521537825,5.543257066165097,1.1387614565828699
134,9.077634379333176,1.1353967672912404,0.0,1.1358729468847741
135,11.044068585557397,1.1400645805915701,5.543257084354991,1.1405629927830887
136,9.079499020823278,1.137201286634081,0.0,1.137674501274887
137,11.045933195215184,1.1418690771970432,5.543257066165097,1.1423645107934135
138,9.081363607743697,1.1390057877870277,0.0,1.1394759738104767
139,11.047797782135603,1.1436735647075693,5.5432570434277295,1.1441659787815297
140,9.083228217401484,1.1408103253197623,0.0,1.1412774736309075
141,11.049662414530758,1.1454781067877775,5.543257084354991,1.145967492244381
142,9.085092808869376,1.142614799187868,0.0,1.1430789552614442
143,11.051527033283492,1.147282598845777,5.543257093449938,1.1477690011597588
144,9.086957450359478,1.144419304888288,0.0,1.144880445986928
145,11.05339162020391,1.1490870954512502,5.543257070712571,1.149570460052928
146,9.088822073659685,1.1462238333260757,0.0,1.1466819549023057
147,11.05525627078896,1.150891642078932,5.543257097997412,1.1513720053480938
148,9.09068670605484,1.1480283481214428,0.0,1.148483468365157
149,11.05712089863664,1.152696165969246,5.5432570616176235,1.153173509715998
150,9.092551365734835,1.1498329038440716,0.0,1.1502850273027434
151,11.058985571959056,1.1545006944070337,5.543257075260044,1.1549750413687434
152,9.094415993582516,1.1516374186394387,0.0,1.1520865316706477
153,11.060850154332002,1.1563051773700863,5.543257070712571,1.1567765411891742
154,9.096280566860514,1.1534419061499648,0.0,1.1538880042062374
155,11.062714759442315,1.1581096921654535,5.543257070712571,1.158578041009605
156,9.09814522654051,1.1552464254928054,0.0,1.1556895358589827
157,11.064579428217257,1.1599142206032411,5.543257097997412,1.1603795408300357
158,9.100009804365982,1.157050908455858,0.0,1.157490994752152
159,11.066444024232624,1.1617186990188202,5.543257097997412,1.1621810315555194
160,9.10187444130861,1.1588554096088046,0.0,1.1592925309523707
161,11.068308611153043,1.1635231728869257,5.543257038880256,1.1639825450183707
162,9.10373904187145,1.1606598925718572,0.0,1.1610940398677485
163,11.07017324809567,1.16532769677724,5.543257070712571,1.165784049386275
164,9.105603646981763,1.1624644301045919,0.0,1.1628955715204938
165,11.072037844111037,1.1671322252150276,5.543257097997412,1.1675855673965998
166,9.107468329399126,1.1642689903746941,0.0,1.1646970895308186
167,11.073902535623347,1.1689367945800768,5.543257084354991,1.1693871172392392
168,9.109332934509439,1.1660735051700613,0.0,1.166498593898723
169,11.075767104353872,1.170741272995656,5.543257079807518,1.171188607964723
170,9.111197525977332,1.1678779881331138,0.0,1.1683000709817861
171,11.07763172765408,1.172545787791023,5.543257097997412,1.1729901123326272
172,9.113062121992698,1.1696824983810075,0.0,1.1701015753496904
173,11.079496337311866,1.1743503298712312,5.543257102544885,1.174791621248005
174,9.114926772577746,1.1714870631985832,0.0,1.1719031251923298
175,11.08136094242218,1.1761548219292308,5.54325705707015,1.1765931301633827
176,9.116791336760798,1.1732915052343742,0.0,1.1737045795380254
177,11.083225538437546,1.17795930034481,5.543257084354991,1.1783946026989724
178,9.118655937323638,1.1750959881974268,0.0,1.1755060793584562
179,11.085090125357965,1.179763751475548,5.543257066165097,1.1801960979719297
180,9.120520556076372,1.1769004438756383,0.0,1.1773076110112015
181,11.086954739563225,1.18156822079618,5.54325705707015,1.1819976068873075
182,9.122385161186685,1.1787049268386909,0.0,1.1791091335689998
183,11.088819353768486,1.183372717401653,5.543257079807518,1.1837991612774204
184,9.124249761749525,1.1805094279916375,0.0,1.180910637936904
185,11.090683931593958,1.1851771958172321,5.5432570616176235,1.1856006474554306
186,9.126114348669944,1.182313920049637,0.0,1.1827121468522819
187,11.092548568536586,1.1869817288024933,5.543257079807518,1.1874021836556494
188,9.127978985612572,1.1841184393924777,0.0,1.1845136966949212
189,11.094413191836793,1.188786220860493,5.543257066165097,1.1892037062134477
190,9.129843590722885,1.1859229087131098,0.0,1.1863151919678785
191,11.096277810589527,1.1905907129184925,5.543257097997412,1.191005219676299
192,9.131708259497827,1.187727432603424,0.0,1.1881167099782033
193,11.098142461174575,1.1923952186189126,5.543257084354991,1.1928067422340973
194,9.133572878250561,1.1895319064715295,0.0,1.189918227988528
195,11.100007084474782,1.1941997106769122,5.543257084354991,1.1946082602444221
196,9.135437524288136,1.1913364394567907,0.0,1.1917197459988529
197,11.101871739607304,1.196004248209647,5.543257097997412,1.1964098009921145
198,9.137302165778237,1.1931410042743664,0.0,1.1935213094839128
199,11.103736376549932,1.1978087993848021,5.543257070712571,1.1982113462872803
200,9.139166798173392,1.1949455509020481,0.0,1.1953228547790786
201,11.105600995302666,1.1996133414650103,5.543257097997412,1.2000128915824462
202,9.141031421473599,1.1967500656974153,0.0,1.1971243909792975
203,11.107465645887714,1.2014178653553245,5.543257084354991,1.2018144323301385
204,9.142896058416227,1.198554585040256,0.0,1.1989259317269898
205,11.109330269187922,1.2032223710557446,5.543257075260044,1.2036159594354103
206,9.144760622599279,1.200359036170994,0.0,1.200727426999947
207,11.083165789183113,1.2050040029644151,5.4450683910545195,1.2053866319329245
208,9.165361869032495,1.2022812577706645,0.0,1.2026280571953976
209,11.073656376334839,1.2069110314550926,5.364781013668107,1.2072716551992926
210,9.176712390195462,1.2042410869762534,0.0,1.2045768178504659
211,11.057063041131187,1.2088380915665766,5.258631895230792,1.2091985743390978
212,9.195742748284829,1.2062872499664081,0.0,1.2066176421067212
213,11.076093403768027,1.2108842363668373,5.258631867945951,1.2112393940478796
214,9.214773129111563,1.2083334265989834,0.0,1.2086584754579235
215,11.095123775499815,1.212930426641833,5.258631849756057,1.2132802137566614
216,9.215205812120985,1.2103238284689724,0.0,1.210645762308559
217,11.09555647669913,1.214920828511822,5.258631858851004,1.2152675051547703
218,9.2156385133203,1.2123142485288554,0.0,1.2126330946339294
219,11.095989164256025,1.2169112622141256,5.2586318724934245,1.217254864764982
220,9.216071196329722,1.214304673136212,0.0,1.2146204133168794
221,11.096421842717973,1.218901659536641,5.258631863398477,1.2192421652580379
222,9.216503883886617,1.2162950977435685,0.0,1.2166077001675148
223,11.096854516632447,1.2208920886914711,5.258631867945951,1.2212294293713057
224,9.216936575990985,1.2182855268983985,0.0,1.2185950188504648
225,11.097287217831763,1.2228825132988277,5.258631863398477,1.2232167753390968
226,9.217369245357986,1.2202759014835465,0.0,1.2205823193435208
227,11.097719896293711,1.2248728878839756,5.258631858851004,1.2252040530947852
228,9.217801951104775,1.2222662942585885,0.0,1.2225696289315238
229,11.0981526020405,1.2268632897539646,5.25863185430353,1.2271913581353147
230,9.218234661399038,1.2242567416033125,0.0,1.2245569430670002
231,11.098585298692342,1.2288537280037417,5.2586318724934245,1.2291786950081587
232,9.218667326218565,1.226247138925828,0.0,1.2265442708448973
233,11.09901797715429,1.2308441344212042,5.2586318724934245,1.2311660182385822
234,9.21910001377546,1.2282375635331846,0.0,1.2285315713379532
235,11.099450637426344,1.2328345635760343,5.25863185430353,1.2331533232791116
236,9.219532728617196,1.2302280199728557,0.0,1.2305189264006913
237,11.0998833659105,1.2348250245631789,5.258631858851004,1.2351406919842702
238,9.219965416174091,1.2322184445802122,0.0,1.2325062632735353
239,11.10031608529971,1.2368154491705354,5.2586318906833185,1.2371280288571143
240,9.220398140110774,1.2342088600926218,0.0,1.2344936274312204
241,11.10074880468892,1.238805864682945,5.2586318815883715,1.2391153975622728
242,9.220830814025248,1.2361992619626108,0.0,1.2364809324717498
243,11.101181464960973,1.24079624836304,5.258631858851004,1.2411026798654348
244,9.221263551604352,1.2381897184022819,0.0,1.2384682375122793
245,11.101614188897656,1.2427867002552375,5.258631858851004,1.2430899849059642
246,9.221696248256194,1.240180165747006,0.0,1.2404555698376498
247,11.102046881002025,1.2447771612423821,5.2586318815883715,1.2450773035889142
248,9.222128881243407,1.242170567616995,0.0,1.2424428566882852
249,11.102479541274079,1.2467675540174241,5.2586318906833185,1.2470646131769172
250,9.222561577895249,1.2441609649395104,0.0,1.2444301389914472
251,11.102912256115815,1.2487580059096217,5.258631858851004,1.2490519227649202
252,9.222994347306667,1.2461514577589696,0.0,1.2464175076966058
253,11.103344989147445,1.2507484578018193,5.258631849756057,1.2510392278054496
254,9.223427034863562,1.2481418778188527,0.0,1.2484047899997677
255,11.10377769034676,1.2527388687667553,5.25863185430353,1.2530265464883996
256,9.223859704230563,1.2501322842363152,0.0,1.2503920950402971
257,11.104210368808708,1.2547293070165324,5.258631863398477,1.255013851528929
258,9.224292428167246,1.2521227406759863,0.0,1.2523794091757736
259,11.104643120030232,1.256719749813783,5.258631886135845,1.2570011656644056
260,9.22472517938877,1.2541131698308163,0.0,1.254366714216303
261,11.105075830324495,1.2587101744211395,5.258631863398477,1.2589884843473556
262,9.225157866945665,1.2561035944381729,0.0,1.256354051089147
263,11.10550851788139,1.2607005853860755,5.258631867945951,1.2609758121252526
264,9.225590549955086,1.2580939917606884,0.0,1.258341333392309
265,11.105941209985758,1.2626909872560645,5.258631877040898,1.2629631217132555
266,9.22602327389177,1.2600844572953065,0.0,1.2603286839075736
267,11.10637392028002,1.2646814527906827,5.2586318724934245,1.264950444943679
268,9.226455975091085,1.26207489099761,0.0,1.2623160253278911
269,11.106806630574283,1.2666718910404597,5.258631863398477,1.2669377954589436
270,9.226888653553033,1.2640652974150726,0.0,1.2643033576532616
271,11.107239336321072,1.2686623156478163,5.258631895230792,1.2689251414267346
272,9.22732139567961,1.2660557311173761,0.0,1.2662906945261057
273,11.107672019330494,1.2706527220652788,5.2586318997782655,1.270912446467264
274,9.227754033214296,1.268046123892418,0.0,1.2682779995666351
275,11.108104697792442,1.2726431330302148,5.2586318724934245,1.2728997878875816
276,9.228186761698453,1.2700365575947217,0.0,1.2702653773667407
277,11.108537426276598,1.2746335667325184,5.258631858851004,1.2748871293078992
278,9.22861942651798,1.2720269549172372,0.0,1.2722526687648497
279,11.108970077453705,1.2766239595075604,5.258631867945951,1.2768744343484286
280,9.229052150454663,1.2740173977144877,0.0,1.2742399874477996
281,11.109402815032809,1.2786144068522844,5.258631867945951,1.2788617257465376
282,9.229484824369138,1.2760078132268973,0.0,1.2762272788459086
283,11.10983548439981,1.280604831459641,5.2586318724934245,1.2808490262395935
284,9.2299175346634,1.2779982196443598,0.0,1.2782145975288586
285,11.110268190146598,1.282595215139736,5.258631845208583,1.282836358564964
286,9.230350272242504,1.2799886442517163,0.0,1.2802019616865437
287,11.110700900440861,1.2845856488420395,5.258631849756057,1.2848237181751756
288,9.230782927967084,1.2819790552166523,0.0,1.2821893122018082
289,11.11113359254523,1.2865760507120285,5.258631863398477,1.2868110595954931
290,9.23121564280882,1.2839694616341149,0.0,1.2841766581695992
291,11.111566275554651,1.288566457129491,5.2586318815883715,1.2887984283006517
292,9.231648321270768,1.2859598680515774,0.0,1.2861639632101287
293,11.11199898130144,1.2905568817368476,5.258631863398477,1.2907857151512871
294,9.232081045207451,1.287950329038722,0.0,1.2881513182728668
295,11.112431732522964,1.2925473472714657,5.2586318997782655,1.2927730702140252
296,9.232513769144134,1.2899407536460785,0.0,1.2901386415032903
297,11.112864442817227,1.2945377627838752,5.2586318997782655,1.2947604070868692
298,9.232946461248503,1.291931178253435,0.0,1.2921259738286608
299,11.113297130374121,1.2965281873912318,5.2586318906833185,1.2967477257698192
300,9.233379148805398,1.293921589218371,0.0,1.2941132743217167
301,11.113729817931016,1.2985186029036413,5.258631858851004,1.2987350217154017
302,9.233811877289554,1.2959120411105687,0.0,1.2961005975521402
303,11.114162546415173,1.3005090366059449,5.2586318997782655,1.3007223676831927
304,9.234244596678764,1.2979024475280312,0.0,1.2980879207825637
305,11.114595247614488,1.302499456665828,5.2586318815883715,1.3027096590813017
306,9.234677293330606,1.2998928903252818,0.0,1.3000752258230932
307,11.115027962456224,1.3044898903681315,5.258631877040898,1.3046969868591987
308,9.235110008172342,1.3018833058376913,0.0,1.3020625445060432
309,11.115460668203013,1.306480287690647,5.2586318815883715,1.3066842964472016
310,9.235542668444396,1.3038736713278922,0.0,1.3040498268092051
311,11.11589331938012,1.3084706531808479,5.258631849756057,1.3086715696554165
312,9.23597532871645,1.3058640413655667,0.0,1.306037090922473
313,11.116325993294595,1.3104610505033634,5.258631867945951,1.3106588428636314
314,9.236408039010712,1.3078544614254497,0.0,1.3080243959630025
315,11.11675870813633,1.3124514614682994,5.25863185430353,1.3126461297142669
316,9.236840735662554,1.3098448723903857,0.0,1.310011719193426
317,11.1171914002407,1.3144418633382884,5.258631877040898,1.314633475682058
318,9.23727343686187,1.3118352560704807,0.0,1.311999037876376
319,11.117624060512753,1.3164322333759628,5.258631822471216,1.3166207625326933
320,9.237706074396556,1.3138256352031021,0.0,1.3139863065371173
321,11.118056743522175,1.3184226352459518,5.258631831566163,1.3186080584782758
322,9.238138798333239,1.3158160643579322,0.0,1.3159736525049084
323,11.118489490196225,1.3204130871381494,5.258631904325739,1.3205954135410138
324,9.23857154500729,1.3178065162501298,0.0,1.3179610075676464
325,11.11892219139554,1.3224034708182444,5.258631867945951,1.3225827549613314
326,9.239004241659131,1.3197969226675923,0.0,1.319948348987964
327,11.119354915332224,1.3243939272579155,5.258631886135845,1.32457012366649
328,9.239436938310973,1.3217873336325283,0.0,1.3219356813133345
329,11.119787598341645,1.3263843291279045,5.2586318724934245,1.3265574468969135
330,9.239869671342603,1.3237777627873584,0.0,1.3239230272811255
331,11.120220340468222,1.3283748128524167,5.258631895230792,1.328544806507125
332,9.240302358899498,1.3257682283219765,0.0,1.3259103550590225
333,11.120653014382697,1.3303652420072467,5.258631858851004,1.3305321115476545
334,9.240735060098814,1.3277586665717536,0.0,1.3278976828369196
335,11.121085733771906,1.3323556802570238,5.2586318724934245,1.332519434778078
336,9.24116778858297,1.3297491048215306,0.0,1.329884996972396
337,11.121518439518695,1.3343461321492214,5.2586318997782655,1.3345067580085015
338,9.241600480687339,1.3317395703561488,0.0,1.3318723111078725
339,11.121951117980643,1.336336547661631,5.25863185430353,1.336494081238925
340,9.242033190981601,1.3337299813210848,0.0,1.3338596843605046
341,11.1223838464648,1.3383269813639345,5.2586318815883715,1.338481436301663
342,9.242465892180917,1.3357203740961268,0.0,1.3358470030434546
343,11.122816524926748,1.3403173741389764,5.2586318815883715,1.3404687595320866
344,9.242898575190338,1.3377107896085363,0.0,1.3378343217264046
345,11.12324923522101,1.34230780784128,5.2586318906833185,1.34245608276251
346,9.243331303674495,1.3397012460482074,0.0,1.3398216540517751
347,11.123681963705167,1.3442982415435836,5.258631867945951,1.3444433968979865
348,9.243764023063704,1.3416916842979845,0.0,1.3418089863771456
349,11.124114655809535,1.3462886706984136,5.258631863398477,1.3464307337708306
350,9.244196706073126,1.3436820861679735,0.0,1.343796300512622
351,11.124547366103798,1.3482790771158761,5.2586318906833185,1.3484180615487276
352,9.244629407272441,1.3456724880379625,0.0,1.345783619195572
353,11.124980071850587,1.3502694789858651,5.258631886135845,1.3504053711367305
354,9.24506212666165,1.3476629262877395,0.0,1.347770937878522
355,11.125412768502429,1.3522599172356422,5.258631858851004,1.3523926989146275
356,9.245494850598334,1.3496533736324636,0.0,1.3497582702038926
357,11.125845483344165,1.3542503645803663,5.258631849756057,1.354380031239998
358,9.245927519965335,1.3516437482176116,0.0,1.351745575244422
359,11.12627817090106,1.3562407619028818,5.2586318815883715,1.3563673271855805
360,9.246360198427283,1.3536341728249681,0.0,1.353732884832425
361,11.126710853910481,1.3582311956051853,5.258631877040898,1.35835463222611
362,9.246792904174072,1.3556246019797982,0.0,1.355720221705269
363,11.127143582394638,1.3602215974751743,5.2586318906833185,1.360341978193901
364,9.24722559627844,1.3576150083972607,0.0,1.357707549483166
365,11.127576233571745,1.362212022082531,5.258631877040898,1.362329305971798
366,9.247658324762597,1.3596054784793523,0.0,1.3596949045459041
367,11.128008952960954,1.3642024466898874,5.25863185430353,1.3643166382971685
368,9.248090994129598,1.3615958803493413,0.0,1.361682186849066
369,11.128441631422902,1.3661928758447175,5.25863185430353,1.3663039387902245
370,9.24852370442386,1.3635863185991184,0.0,1.363669505532016
371,11.128874346264638,1.368183309547021,5.258631845208583,1.3682912574731745
372,9.248956401075702,1.365576734111528,0.0,1.3656568287624395
373,11.129307038369006,1.370173729606904,5.258631849756057,1.370278571608651
374,9.249389070442703,1.3675671496239374,0.0,1.3676441292554955
375,11.129739707736007,1.372164122381946,5.258631877040898,1.3722658493643394
376,9.249821794379386,1.3695575605888735,0.0,1.369631434296025
377,11.130172454410058,1.3741545788216172,5.2586318724934245,1.374253208974551
378,9.250254541053437,1.3715480170285446,0.0,1.37161879845371
379,11.130605201084109,1.3761450216188678,5.258631867945951,1.376240554942342
380,9.250687246800226,1.3735384598257951,0.0,1.373606135326554
381,11.131037902283424,1.3781354780585389,5.258631867945951,1.3782278963626595
382,9.251119952547015,1.3755289026230457,0.0,1.375593472199398
383,11.131470639862528,1.380125907213369,5.258631858851004,1.3802152241405565
384,9.251552703768539,1.3775193499677698,0.0,1.3775808181671891
385,11.131903345609317,1.3821163772954606,5.258631863398477,1.3822025882982416
386,9.251985432252695,1.379509833692282,0.0,1.3795681732299272
387,11.132336078640947,1.3841068610199727,5.258631877040898,1.3841899342660327
388,9.252418097072223,1.3815002855844796,0.0,1.3815554964603507
389,11.132768761650368,1.3860972947222763,5.258631863398477,1.3861772574964561
390,9.25285085284122,1.3834907192867831,0.0,1.3835428515230888
391,11.133201485587051,1.3880876920447918,5.258631836113636,1.3881645989167737
392,9.253283531303168,1.3854811393466662,0.0,1.3855301565636182
393,11.133634168596473,1.3900781393895159,5.258631886135845,1.3901518994098296
394,9.253716187027749,1.3874715594065492,0.0,1.3875174752465682
395,11.134066851605894,1.392068577639293,5.2586318815883715,1.3921392180927796
396,9.254148879132117,1.3894619976563263,0.0,1.3895047802870977
397,11.134499525520368,1.3940589840567554,5.258631858851004,1.394126532228256
398,9.254581593973853,1.3914524177162093,0.0,1.3914921171599417
399,11.134932240362104,1.396049399569165,5.258631867945951,1.3961138645536266
400,9.255014295173169,1.3934428104912513,0.0,1.3934794631277327
401,11.13536495520384,1.3980398150815745,5.258631886135845,1.3981012105214177
402,9.255447005467431,1.3954332305511343,0.0,1.3954667636207887
403,11.135797651855682,1.400030239688931,5.258631863398477,1.4000885155619471
